customer_id,revenue,most_recent_visit,number_of_orders,recency_days
3254,760,5/5/2006,10,241
14864,1196,8/23/2006,11,131
33897,752,3/25/2006,9,282
27072,838,9/17/2005,8,471
9171,970,4/14/2006,11,262
33991,408,5/2/2006,5,244
35338,793,1/11/2006,6,355
20770,1033,10/28/2006,10,65
30474,1153,8/12/2006,12,142
19467,718,8/14/2006,9,140
8206,1276,5/8/2006,10,238
24520,1106,5/4/2006,11,242
18233,663,8/8/2006,7,146
32306,681,9/14/2005,6,474
23727,1023,11/10/2005,10,417
24074,1204,9/8/2006,14,115
29164,1223,8/25/2006,10,129
25694,1121,3/12/2006,10,295
33579,596,12/14/2006,7,18
12104,922,11/20/2006,11,42
35934,898,6/24/2006,7,191
14313,1248,2/12/2006,11,323
18741,944,9/11/2006,11,112
38697,434,7/17/2006,6,168
13196,1042,9/16/2006,11,107
22465,1103,9/7/2006,10,116
7913,949,4/17/2006,8,259
15879,1126,7/25/2006,11,160
38427,793,1/6/2006,8,360
36675,793,10/3/2006,13,90
33764,889,5/10/2006,11,236
25369,1453,9/19/2006,15,104
33630,691,6/29/2006,9,186
39449,1812,8/27/2006,17,127
9799,647,10/24/2005,7,434
10424,1004,8/21/2006,11,133
3891,768,8/7/2006,6,147
4793,1528,6/19/2006,12,196
18534,1225,10/7/2006,16,86
6286,1391,11/13/2005,11,414
32127,431,10/13/2006,6,80
33248,892,3/5/2006,8,302
38947,595,12/19/2006,7,13
7438,566,11/9/2006,6,53
6747,1481,6/4/2006,14,211
23619,1145,5/31/2006,13,215
665,1003,6/29/2006,11,186
5897,849,3/3/2006,6,304
38497,693,9/29/2006,11,94
32753,700,4/18/2006,8,258
27992,1047,6/27/2006,10,188
16842,737,10/18/2006,8,75
24924,1387,6/29/2006,11,186
33299,470,6/11/2006,8,204
14791,1416,12/5/2006,14,27
1805,932,10/21/2006,8,72
7342,536,6/21/2006,6,194
14709,698,8/29/2006,9,125
25343,665,7/31/2006,8,154
37821,680,6/5/2006,8,210
18226,213,7/30/2006,3,155
10649,735,7/19/2006,10,166
3698,1130,9/13/2006,12,110
4881,891,9/14/2006,9,109
3910,785,7/29/2006,7,156
3576,1115,5/10/2006,9,236
7517,604,11/6/2006,6,56
9753,1082,8/9/2006,10,145
1833,1756,7/13/2006,14,172
29167,1209,6/24/2006,11,191
16813,579,7/28/2006,6,157
38036,1175,8/14/2006,11,140
19643,1125,5/8/2006,13,238
24724,647,12/5/2006,6,27
33804,949,7/2/2006,9,183
38812,456,7/9/2005,7,541
12501,592,4/17/2006,4,259
39304,1164,9/20/2006,12,103
8319,884,5/19/2006,10,227
31432,645,8/20/2006,7,134
19992,323,9/16/2005,4,472
9067,643,6/6/2006,8,209
16906,1131,6/20/2006,14,195
21645,1595,10/11/2006,15,82
34717,1063,11/24/2006,13,38
1885,614,7/13/2006,7,172
25941,797,5/20/2006,10,226
17209,1139,8/27/2006,9,127
22768,713,6/9/2006,10,206
35622,1109,11/13/2006,9,49
10488,1585,7/11/2006,16,174
9042,837,10/14/2006,9,79
31428,1318,12/5/2006,14,27
31684,818,8/29/2006,9,125
17117,594,6/27/2006,6,188
36337,827,12/31/2005,10,366
15654,697,8/15/2006,7,139
14304,490,5/16/2006,5,230
27735,1825,9/27/2006,16,96
20868,1555,7/31/2006,14,154
879,806,8/28/2006,11,126
28491,1532,8/23/2006,13,131
16162,881,10/2/2006,8,91
862,435,5/11/2006,5,235
37941,1128,9/25/2006,17,98
18531,458,8/22/2006,4,132
36246,1055,7/1/2006,12,184
25388,807,7/16/2006,9,169
25373,789,7/21/2006,8,164
11412,1017,12/20/2006,10,12
9643,1300,1/1/2006,11,365
31956,1637,8/21/2006,17,133
18554,491,11/25/2005,7,402
18372,955,12/12/2006,11,20
17828,974,9/6/2006,10,117
9281,424,10/29/2006,6,64
11161,1072,9/24/2005,13,464
37741,828,9/28/2006,11,95
19956,523,5/15/2006,7,231
31894,631,7/8/2006,8,177
8026,1205,10/16/2006,10,77
25003,978,4/1/2006,10,275
21630,689,7/30/2006,8,155
6474,973,11/20/2006,11,42
33996,657,8/14/2006,7,140
33665,1088,8/17/2006,11,137
23774,1198,9/11/2006,11,112
20878,1043,4/21/2006,13,255
34981,846,7/4/2006,8,181
5087,977,9/13/2006,11,110
38979,903,12/2/2006,12,30
19300,1210,8/27/2006,14,127
19648,745,6/28/2006,7,187
13595,546,9/6/2006,6,117
7534,820,6/25/2006,6,190
22008,1060,7/24/2006,8,161
39218,1086,7/14/2006,12,171
27069,954,9/9/2006,15,114
35956,1019,4/12/2006,11,264
558,1090,1/31/2006,10,335
5083,791,8/10/2006,8,144
31878,1200,7/28/2006,13,157
31714,1485,12/8/2006,13,24
3921,838,5/20/2006,10,226
22979,724,4/28/2006,6,248
1451,943,1/24/2006,8,342
27937,649,9/14/2006,9,109
26092,940,7/16/2006,11,169
17525,514,10/5/2006,8,88
26266,1860,10/1/2006,15,92
19299,1186,8/9/2006,15,145
7610,313,3/31/2005,4,641
14466,1060,9/5/2006,10,118
28535,854,12/11/2006,10,21
16356,1439,11/13/2006,14,49
28760,673,7/26/2006,10,159
33168,677,7/17/2006,7,168
30152,811,8/12/2006,8,142
13049,1345,9/20/2006,11,103
17463,1424,3/2/2006,12,305
1795,1124,11/1/2006,11,61
14728,774,10/20/2005,6,438
5531,1283,6/3/2006,12,212
8527,1272,9/7/2006,12,116
4607,1377,2/18/2006,13,317
5453,1663,8/6/2006,18,148
19868,1199,6/3/2006,13,212
13258,958,6/22/2006,8,193
17124,1057,8/12/2006,11,142
36404,678,8/10/2006,6,144
12232,736,2/6/2006,8,329
17886,803,10/5/2006,9,88
2989,1088,5/28/2006,8,218
37130,780,10/30/2006,11,63
1184,853,6/23/2006,11,192
39337,386,6/6/2006,5,209
29612,1101,10/8/2006,10,85
503,1109,10/20/2006,11,73
33536,982,1/24/2006,8,342
35060,967,7/29/2006,11,156
15426,1107,12/16/2006,13,16
8953,805,5/28/2006,7,218
16133,1341,4/1/2006,12,275
20476,1052,6/4/2006,14,211
32030,968,4/26/2006,11,250
17881,1117,9/21/2005,11,467
35049,1278,8/28/2006,16,126
18042,1015,2/16/2006,14,319
16927,1006,5/19/2006,10,227
15576,882,4/12/2006,11,264
27268,1093,12/22/2006,11,10
8712,1156,4/4/2006,9,272
36691,1126,8/22/2006,14,132
836,1151,11/28/2006,14,34
24595,818,9/28/2005,9,460
16460,1519,10/3/2006,16,90
4133,877,5/3/2006,8,243
6143,813,8/20/2006,7,134
39238,788,10/18/2006,8,75
19504,1093,8/13/2005,10,506
5367,292,8/17/2005,4,502
4591,742,7/3/2006,10,182
38440,1144,9/26/2006,14,97
31787,763,12/3/2005,7,394
27871,1088,11/9/2006,9,53
2975,1030,11/5/2006,10,57
18413,1034,9/9/2005,9,479
32991,875,1/7/2006,9,359
6324,1460,11/27/2006,14,35
35524,272,5/17/2006,4,229
15488,895,8/21/2006,8,133
29186,669,5/27/2006,8,219
8211,685,7/31/2006,9,154
21997,300,9/13/2006,3,110
15323,488,4/2/2005,4,639
30001,1053,4/28/2006,14,248
1088,1025,6/16/2006,9,199
1176,871,11/22/2005,9,405
1980,917,11/15/2006,10,47
12929,1372,9/6/2006,12,117
8079,860,9/21/2006,10,102
22311,1002,9/1/2006,11,122
21876,1211,4/28/2006,13,248
32871,731,6/13/2006,8,202
24255,1155,8/16/2006,13,138
15098,1257,8/8/2006,16,146
34294,642,9/30/2006,5,93
20471,594,10/11/2006,8,82
3937,1082,5/9/2006,10,237
15587,621,7/26/2006,9,159
35516,592,9/12/2006,6,111
25557,443,8/21/2006,5,133
37719,1285,8/20/2006,11,134
13233,436,3/31/2006,8,276
22069,1011,11/11/2006,10,51
35625,1044,3/28/2006,11,279
10768,846,12/22/2006,7,10
8616,770,8/26/2006,11,128
16946,674,6/24/2006,7,191
16107,1082,5/23/2006,12,223
15545,969,5/6/2006,10,240
24695,1825,11/23/2006,16,39
37211,1038,9/9/2006,11,114
1289,1146,10/13/2006,9,80
17077,851,8/5/2006,11,149
6010,1096,7/17/2006,14,168
36350,990,6/20/2006,9,195
7019,888,10/2/2006,13,91
8112,1154,5/23/2006,10,223
28216,1136,3/24/2006,13,283
16125,1394,9/25/2006,12,98
15563,976,6/5/2006,9,210
27833,703,9/6/2005,10,482
12681,582,10/11/2006,9,82
30784,978,10/14/2005,8,444
28598,1784,6/9/2006,16,206
16934,791,10/11/2005,11,447
34621,917,5/18/2006,10,228
39513,273,10/14/2006,5,79
15748,572,9/4/2006,7,119
32942,1132,10/22/2006,11,71
28650,1029,12/21/2006,10,11
18120,1622,7/12/2006,16,173
6579,799,7/11/2006,12,174
15918,739,7/19/2006,7,166
33985,927,9/22/2006,7,101
25787,577,5/8/2006,6,238
22729,390,8/9/2006,4,145
6808,929,9/27/2006,10,96
24145,884,9/18/2006,9,105
25069,483,5/3/2006,6,243
28148,1127,5/22/2006,13,224
21081,948,9/22/2006,11,101
36588,860,9/12/2006,9,111
8458,1125,8/20/2006,12,134
10369,602,11/15/2006,7,47
24214,875,5/7/2006,8,239
18724,492,9/22/2006,6,101
30227,527,9/14/2006,9,109
36765,1355,10/2/2006,14,91
23991,1066,10/8/2006,12,85
39785,726,11/9/2006,10,53
12945,627,12/2/2006,8,30
4029,345,2/15/2006,4,320
257,1292,4/29/2006,10,247
28526,971,7/3/2006,8,182
22746,949,9/23/2006,11,100
34896,1465,9/6/2006,15,117
38198,1350,11/16/2006,12,46
21055,1025,12/15/2006,12,17
27782,1041,10/21/2006,10,72
36067,672,6/19/2006,10,196
15441,948,7/9/2006,12,176
22286,756,6/12/2006,7,203
21601,946,11/26/2005,12,401
25074,1416,9/24/2006,12,99
39684,400,4/28/2006,5,248
3536,975,8/26/2006,10,128
16445,978,8/2/2006,11,152
5739,728,3/10/2006,7,297
1378,965,5/17/2006,9,229
6933,951,10/8/2006,9,85
13000,649,11/28/2006,8,34
17860,1093,6/3/2006,14,212
252,632,9/14/2005,6,474
2103,571,9/24/2006,5,99
30847,586,3/2/2006,7,305
154,1006,2/25/2006,8,310
16206,1008,8/23/2006,13,131
3912,1369,8/13/2006,12,141
37569,804,12/17/2005,9,380
8629,512,12/3/2006,8,29
4624,1146,8/24/2006,9,130
34021,833,11/5/2006,10,57
32014,636,10/11/2006,7,82
30967,1241,10/21/2006,10,72
39954,641,7/28/2006,10,157
27979,1343,11/14/2006,12,48
17414,1430,3/11/2006,12,296
18712,628,12/21/2006,8,11
11866,1482,9/25/2006,13,98
11679,1104,10/5/2006,11,88
31629,1681,5/23/2006,17,223
31893,914,8/27/2006,9,127
29221,895,9/30/2006,13,93
16124,720,5/30/2006,10,216
29379,1335,12/8/2006,11,24
20894,915,11/7/2006,9,55
3480,723,9/4/2006,10,119
10213,1003,11/9/2006,9,53
27704,1038,10/23/2006,9,70
16767,1161,7/8/2006,14,177
36853,1106,8/7/2006,12,147
15306,1335,12/21/2006,10,11
13327,793,7/13/2006,10,172
26585,844,9/28/2006,10,95
5787,518,1/6/2006,6,360
32298,2040,2/5/2006,19,330
18390,510,7/2/2006,7,183
4835,815,11/11/2006,7,51
22425,696,5/8/2006,7,238
31285,357,8/4/2006,7,150
3064,1096,1/6/2006,11,360
26536,1039,7/23/2006,12,162
23151,953,8/8/2006,8,146
27015,851,11/20/2006,8,42
27123,732,8/30/2006,11,124
30836,503,8/13/2006,9,141
29107,772,1/20/2006,6,346
234,1274,11/16/2006,15,46
3348,224,3/7/2006,4,300
26294,666,10/16/2006,6,77
15610,970,8/19/2006,13,135
31117,1188,5/26/2006,11,220
8293,548,4/14/2006,9,262
16291,1057,6/18/2006,11,197
32922,1086,12/3/2006,11,29
16379,851,2/21/2006,9,314
5336,1074,5/14/2006,11,232
35853,725,10/5/2006,11,88
7966,851,9/11/2006,8,112
1753,747,7/23/2005,10,527
31304,306,4/26/2006,4,250
26780,826,12/21/2006,10,11
27968,599,9/7/2006,9,116
37886,1368,12/24/2006,16,8
19894,468,12/23/2005,6,374
20432,1216,10/14/2006,15,79
27526,710,12/9/2006,7,23
29311,1098,12/10/2006,11,22
18696,681,6/19/2006,9,196
15398,1022,1/12/2006,10,354
12299,791,10/31/2005,10,427
36818,773,11/27/2006,8,35
22707,749,9/12/2006,7,111
9969,1067,7/19/2006,12,166
34996,904,4/19/2006,10,257
15330,1001,6/28/2006,10,187
7006,354,9/9/2006,5,114
4414,946,11/26/2005,9,401
2923,1344,2/21/2006,14,314
26733,997,7/29/2006,13,156
1933,1013,12/15/2006,9,17
8894,862,7/18/2006,10,167
36775,1369,10/1/2006,11,92
28171,1206,12/15/2006,15,17
34205,968,7/31/2006,8,154
30764,703,4/14/2006,8,262
14951,1525,1/26/2006,16,340
24583,689,9/20/2006,6,103
940,750,9/19/2006,8,104
32094,511,5/10/2006,4,236
6388,680,12/9/2006,8,23
4006,992,9/2/2006,13,121
18599,402,5/15/2005,3,596
29544,1154,6/6/2006,9,209
2292,505,7/3/2006,6,182
14945,816,10/18/2005,9,440
38129,661,12/28/2005,6,369
32457,577,4/8/2006,7,268
8831,974,9/12/2006,11,111
34453,1574,9/30/2006,15,93
26662,499,9/4/2005,7,484
25917,1141,6/28/2006,13,187
34730,354,12/20/2005,4,377
5659,958,8/5/2006,12,149
8381,1236,7/3/2006,13,182
28062,565,8/31/2006,7,123
23490,853,10/20/2006,10,73
25868,776,3/9/2006,7,298
23678,737,5/9/2006,8,237
18886,630,6/22/2005,5,558
11033,878,6/8/2006,13,207
9459,1322,8/23/2006,15,131
7624,1778,11/26/2006,16,36
30549,1064,8/29/2006,10,125
11286,436,6/3/2006,8,212
10682,842,6/25/2006,10,190
39189,603,9/16/2006,8,107
17930,1367,6/7/2006,13,208
26875,939,9/4/2006,9,119
23655,2149,7/20/2006,16,165
29010,769,10/6/2006,10,87
17493,758,7/22/2005,7,528
18472,1043,5/30/2006,15,216
20215,1682,5/15/2006,13,231
10286,1175,5/9/2006,12,237
15730,1467,12/10/2006,14,22
29904,666,12/14/2006,10,18
3241,628,9/9/2006,7,114
22091,586,6/12/2006,7,203
20202,810,5/17/2006,8,229
793,504,9/24/2005,5,464
25687,650,10/2/2006,8,91
5797,753,5/4/2006,8,242
4477,633,11/4/2006,7,58
39295,1555,5/17/2006,13,229
33812,700,8/3/2006,11,151
16808,1159,12/16/2006,12,16
34287,708,6/22/2006,10,193
16861,713,9/1/2006,9,122
10192,1186,10/26/2006,13,67
32695,243,7/10/2006,2,175
6705,948,10/7/2006,9,86
16488,770,9/3/2005,6,485
3458,585,9/4/2006,8,119
28752,1323,7/23/2006,12,162
35552,476,8/24/2006,6,130
30041,1366,12/23/2006,13,9
8498,1109,10/2/2006,11,91
34646,303,5/2/2006,2,244
6396,1216,7/1/2006,10,184
39213,902,10/3/2006,10,90
38594,1228,11/8/2006,11,54
32358,604,1/16/2006,5,350
35677,884,7/26/2006,7,159
4777,430,12/5/2006,5,27
12045,763,9/1/2006,10,122
30993,694,7/27/2006,8,158
15140,911,7/4/2006,10,181
26276,720,6/12/2006,6,203
37571,672,8/16/2005,5,503
3887,674,4/28/2006,6,248
901,936,11/21/2006,14,41
17842,991,5/2/2006,12,244
26558,703,9/8/2006,9,115
6249,1151,5/30/2006,11,216
35621,1152,9/17/2006,11,106
33675,1064,12/5/2006,10,27
36841,480,12/1/2006,7,31
19638,888,5/2/2006,8,244
25794,1862,10/11/2006,17,82
21695,1019,6/26/2006,10,189
21591,950,8/5/2006,11,149
23902,1635,1/12/2006,13,354
13379,1094,7/25/2006,11,160
29823,625,11/20/2006,8,42
31306,1385,7/12/2006,12,173
38150,1216,3/8/2006,11,299
259,448,5/20/2006,6,226
15201,1170,8/23/2006,12,131
7307,1063,9/17/2006,10,106
39508,522,12/28/2005,7,369
31026,1268,8/24/2006,15,130
6176,988,8/3/2006,9,151
21373,948,10/23/2006,13,70
16657,1032,5/24/2006,14,222
19313,1504,11/30/2006,13,32
6740,1106,7/15/2006,11,170
682,934,8/23/2005,8,496
35415,505,11/16/2006,6,46
28350,883,10/24/2006,9,69
10653,792,12/2/2005,7,395
19870,587,8/22/2006,8,132
35826,1111,8/28/2005,10,491
37637,1024,8/19/2006,13,135
37883,717,6/21/2006,7,194
37191,1269,9/17/2006,12,106
10973,1552,6/3/2006,16,212
2211,412,3/30/2006,5,277
10562,711,12/4/2006,10,28
33929,856,6/12/2006,9,203
36981,1213,8/18/2006,12,136
14500,1428,11/17/2006,17,45
22696,82,10/8/2005,2,450
9867,602,5/25/2006,6,221
35157,532,9/25/2006,6,98
17636,2107,10/6/2006,17,87
35192,1232,4/23/2006,15,253
2991,1320,11/26/2006,14,36
4114,1323,11/28/2006,12,34
566,372,8/18/2006,6,136
38372,818,7/15/2005,8,535
7764,744,8/7/2005,10,512
5261,671,9/30/2006,9,93
12811,559,6/2/2006,4,213
33421,743,9/3/2006,8,120
7048,1168,7/19/2006,12,166
2761,361,11/15/2005,4,412
17482,629,9/18/2005,4,470
28664,805,10/19/2006,11,74
11873,279,3/26/2005,5,646
6063,756,9/20/2006,11,103
32474,1038,9/19/2006,10,104
24782,897,12/11/2006,15,21
36282,1014,11/3/2006,8,59
23807,886,12/27/2006,13,5
6592,643,8/10/2006,5,144
23207,1128,11/21/2006,13,41
33496,1258,9/29/2006,11,94
22966,909,7/20/2006,8,165
18727,931,5/11/2006,11,235
22923,636,6/26/2006,8,189
4239,1030,6/3/2006,13,212
31209,1372,7/21/2006,11,164
23432,1836,11/16/2006,14,46
14443,522,11/20/2006,7,42
16781,853,8/29/2006,8,125
32782,426,9/7/2006,7,116
12961,1381,7/31/2006,14,154
37282,960,10/21/2006,9,72
16725,358,10/13/2006,4,80
30081,1079,4/1/2006,12,275
36259,1380,6/24/2006,13,191
31121,978,9/14/2006,13,109
18326,691,3/21/2006,7,286
9456,1009,8/25/2005,9,494
31770,897,12/30/2006,11,2
25662,983,1/14/2006,10,352
10688,1089,12/3/2006,10,29
32455,893,10/9/2006,9,84
28727,816,8/12/2006,8,142
32225,1112,6/30/2006,11,185
36854,1392,9/17/2006,14,106
28149,760,8/25/2006,10,129
12072,282,11/3/2006,7,59
26396,403,9/8/2006,5,115
5684,1157,11/3/2005,13,424
23540,707,8/16/2006,9,138
28922,1397,8/15/2006,10,139
8426,1227,10/2/2006,12,91
22330,740,4/8/2006,10,268
36476,1017,9/26/2005,12,462
28201,960,8/22/2006,9,132
20669,1363,11/19/2006,14,43
5065,1050,8/10/2006,12,144
18431,990,8/31/2005,7,488
21068,891,9/11/2006,11,112
7403,1125,7/17/2006,11,168
15296,611,9/24/2006,6,99
1798,1361,3/25/2006,13,282
29945,1458,8/8/2006,13,146
417,1454,8/28/2006,18,126
19100,1024,6/27/2006,8,188
3829,918,9/5/2006,7,118
36073,878,5/3/2006,7,243
7105,335,10/8/2006,5,85
7284,1567,12/8/2005,15,389
28573,483,11/1/2005,6,426
31045,445,8/20/2005,5,499
34553,1202,1/12/2006,17,354
25415,1115,7/15/2006,13,170
32918,1588,11/26/2006,19,36
10712,495,5/2/2006,8,244
21697,1376,9/20/2006,11,103
21140,734,11/16/2006,8,46
37216,36,5/3/2006,2,243
36973,755,12/21/2006,11,11
31176,651,11/11/2005,9,416
25612,296,2/16/2006,5,319
29001,859,2/5/2006,8,330
614,866,7/17/2006,11,168
19097,869,8/22/2006,7,132
4813,784,3/31/2006,9,276
14344,651,10/29/2006,8,64
28766,450,9/21/2005,5,467
23005,1047,9/13/2006,10,110
14984,634,11/24/2006,10,38
17513,947,4/4/2006,10,272
1567,843,12/21/2006,10,11
36240,885,5/25/2006,13,221
27834,743,11/20/2006,7,42
23282,945,8/8/2006,12,146
38943,1381,7/18/2006,14,167
37536,628,9/15/2006,8,108
4757,1006,5/30/2006,10,216
19264,729,7/10/2006,7,175
39214,1060,8/24/2006,12,130
26630,907,9/9/2006,11,114
33193,810,4/7/2006,9,269
36616,638,12/8/2005,8,389
39114,1007,3/22/2006,9,285
15476,946,10/26/2006,11,67
37660,1457,5/17/2006,15,229
27321,1371,12/2/2006,11,30
13208,569,7/8/2006,10,177
12510,893,10/2/2006,11,91
9108,732,11/25/2006,9,37
32350,971,3/26/2006,10,281
9039,1185,8/15/2006,14,139
39813,810,7/6/2006,10,179
15188,1483,10/1/2006,14,92
31487,578,6/9/2006,9,206
11128,757,7/26/2006,9,159
32822,1165,10/16/2006,12,77
30808,1153,9/5/2006,11,118
13395,681,11/1/2006,9,61
36202,983,8/29/2006,12,125
32911,1060,5/29/2006,11,217
7351,1208,2/2/2006,14,333
30425,834,7/1/2006,12,184
5018,606,8/23/2006,7,131
22110,574,1/4/2006,7,362
17904,843,8/30/2006,8,124
24990,2064,10/4/2006,16,89
29160,1483,10/17/2006,12,76
9499,1173,12/22/2005,12,375
35808,615,7/1/2006,6,184
39133,508,9/2/2006,9,121
14906,325,7/11/2006,3,174
9580,1342,8/9/2006,14,145
7479,1357,3/31/2006,17,276
14167,907,4/9/2006,10,267
20601,1662,11/5/2006,14,57
5888,304,9/29/2006,5,94
1468,556,8/12/2006,7,142
13282,1161,10/14/2006,11,79
17437,995,4/12/2006,8,264
30704,992,6/14/2006,9,201
26555,770,10/1/2006,8,92
19447,1475,12/8/2005,17,389
31665,546,4/16/2006,6,260
31358,1162,8/9/2006,13,145
7149,1688,9/8/2006,15,115
10218,982,8/1/2006,10,153
3906,901,12/8/2005,8,389
13991,453,8/26/2006,5,128
19887,1314,8/5/2006,13,149
38514,1712,7/26/2005,15,524
29162,705,7/26/2006,10,159
34630,636,10/15/2005,7,443
33073,593,7/14/2006,8,171
2877,871,10/4/2006,9,89
6930,679,8/20/2006,8,134
10652,1466,8/22/2006,15,132
13750,1412,12/15/2006,13,17
2132,1025,6/8/2006,11,207
22041,1288,12/2/2005,13,395
24818,481,3/25/2006,6,282
9490,721,6/25/2006,9,190
11548,1228,10/15/2006,9,78
2490,1289,9/18/2006,11,105
37127,954,11/30/2005,9,397
32194,793,10/5/2006,8,88
13594,879,4/29/2006,9,247
33080,844,10/17/2006,9,76
31510,1912,7/8/2006,20,177
34419,819,9/26/2006,10,97
17738,885,11/17/2006,10,45
6980,719,11/25/2006,9,37
13198,1045,5/25/2006,9,221
33988,522,11/14/2006,7,48
30191,1228,5/18/2006,12,228
38909,709,10/3/2006,8,90
36474,1596,6/29/2006,17,186
25707,939,6/27/2006,10,188
6880,891,9/20/2006,8,103
19910,627,2/8/2006,10,327
34114,1004,9/24/2006,9,99
22180,867,11/5/2006,6,57
13138,1436,10/7/2006,16,86
23409,658,12/13/2006,7,19
11538,829,12/11/2005,12,386
15116,883,10/13/2006,9,80
33967,1317,9/16/2006,14,107
28376,1360,11/3/2006,11,59
12836,1230,9/10/2006,11,113
6794,765,5/4/2006,8,242
7312,1129,10/30/2006,11,63
17726,710,8/10/2006,7,144
30706,1293,12/22/2006,14,10
37178,1289,8/30/2006,12,124
25758,626,9/3/2006,8,120
9761,620,11/5/2006,7,57
18091,1210,6/7/2006,13,208
12012,1101,7/30/2006,12,155
28509,715,12/17/2006,8,15
12422,1208,6/12/2006,11,203
9309,1175,9/2/2005,12,486
19295,1235,8/1/2006,12,153
17561,984,7/11/2006,8,174
20969,1520,7/27/2006,14,158
36486,1531,4/23/2006,16,253
35459,1034,8/3/2006,10,151
34571,1122,6/17/2006,12,198
22192,1624,11/14/2006,14,48
7130,835,1/29/2006,10,337
1810,1101,9/23/2006,10,100
8697,613,6/2/2005,5,578
33370,902,6/20/2006,11,195
35960,1113,5/11/2006,10,235
2011,740,9/15/2006,8,108
28711,1274,11/23/2005,13,404
17987,1338,3/30/2006,12,277
9002,508,3/8/2006,7,299
13765,1553,10/17/2006,15,76
10631,1304,6/2/2006,10,213
27105,1012,9/5/2006,10,118
21617,1155,7/23/2006,14,162
30627,422,12/23/2005,5,374
21639,1104,5/31/2006,10,215
39931,1472,8/8/2006,13,146
4069,1382,11/13/2006,13,49
35726,1073,11/11/2006,11,51
23415,559,9/28/2006,8,95
30309,499,6/1/2006,5,214
19978,487,7/19/2006,10,166
25093,1137,10/9/2006,12,84
28663,482,9/30/2006,5,93
33003,614,6/5/2006,6,210
34116,1226,10/29/2006,12,64
3024,1359,10/4/2006,16,89
34428,1324,6/13/2006,15,202
28589,961,10/10/2006,10,83
23588,1344,10/11/2006,14,82
34979,993,1/28/2006,11,338
19862,915,4/26/2006,10,250
16932,1424,9/11/2006,11,112
20090,1528,10/19/2006,15,74
36195,1458,11/1/2006,14,61
11860,940,7/18/2006,14,167
28386,947,12/7/2006,9,25
27475,700,8/22/2005,8,497
38220,1281,9/24/2006,12,99
26717,1044,8/24/2006,10,130
30165,394,5/24/2005,5,587
35067,617,2/23/2006,5,312
4576,2344,8/27/2006,19,127
28597,438,9/13/2005,4,475
19157,601,10/4/2006,9,89
5946,650,11/29/2005,8,398
3288,473,5/24/2006,5,222
21449,850,10/3/2006,9,90
27957,667,8/27/2006,10,127
16393,727,10/15/2005,8,443
23616,759,6/14/2006,10,201
26701,860,3/29/2006,8,278
11183,1118,11/22/2006,11,40
18941,786,7/27/2006,9,158
24479,723,4/14/2006,7,262
32324,794,4/30/2006,10,246
32703,1233,12/28/2006,11,4
27802,446,8/22/2006,4,132
9245,1207,8/3/2006,11,151
24715,1011,11/5/2006,11,57
24232,918,11/12/2006,10,50
29086,1360,9/28/2006,12,95
24546,742,9/22/2006,11,101
31998,492,6/15/2006,7,200
13137,386,9/26/2006,5,97
10957,1142,6/3/2006,11,212
19726,1322,8/6/2006,12,148
13881,1455,8/25/2006,14,129
28622,487,2/27/2006,6,308
23770,981,9/1/2005,12,487
39107,234,6/12/2006,4,203
19752,993,11/14/2006,10,48
14495,869,3/31/2006,8,276
34787,887,2/27/2006,10,308
22241,1386,4/2/2006,15,274
29760,1244,9/30/2006,20,93
5376,933,12/18/2006,8,14
39325,1227,10/31/2006,15,62
30693,1014,11/12/2006,12,50
3135,1177,5/17/2006,11,229
28901,1557,9/13/2006,13,110
18340,690,12/8/2005,8,389
26392,655,8/8/2006,8,146
65,1278,9/24/2006,12,99
37703,593,5/23/2006,10,223
34599,348,9/3/2006,7,120
27708,324,7/10/2005,4,540
19469,1991,8/7/2006,19,147
10582,204,1/13/2006,4,353
2701,1391,11/4/2006,13,58
20742,918,5/14/2006,11,232
13851,983,10/6/2006,11,87
12820,1126,12/1/2005,10,396
18188,452,5/1/2006,6,245
12535,770,9/15/2005,11,473
7992,612,8/16/2006,7,138
29334,539,4/20/2006,8,256
35818,436,8/1/2005,5,518
26867,1380,7/29/2006,17,156
36146,727,9/18/2006,9,105
35980,1184,8/27/2006,10,127
19089,1055,12/25/2006,9,7
6613,967,8/5/2006,7,149
34028,1355,12/20/2006,14,12
7093,908,2/19/2006,10,316
33427,843,10/22/2006,11,71
16701,535,6/21/2006,7,194
36264,1011,8/22/2006,11,132
18935,1363,7/10/2006,12,175
7431,786,8/27/2006,9,127
14532,1112,3/21/2006,12,286
19853,836,6/28/2006,7,187
9460,632,9/5/2006,9,118
945,549,7/22/2006,9,163
21120,1512,10/23/2006,14,70
7175,1349,8/10/2006,14,144
38355,504,11/11/2006,6,51
7809,819,3/14/2006,6,293
33342,928,4/8/2006,9,268
24242,1125,12/19/2006,15,13
24488,1585,12/15/2006,15,17
27509,418,1/26/2006,6,340
4274,1040,8/22/2006,11,132
14156,673,5/2/2006,7,244
804,1253,10/21/2006,12,72
977,1166,10/22/2006,12,71
20776,694,7/5/2006,7,180
20937,1288,10/9/2006,11,84
25549,670,3/19/2006,7,288
26046,1075,7/27/2006,11,158
14254,749,7/24/2006,8,161
24809,1372,6/20/2006,13,195
18125,1470,7/6/2006,14,179
28458,946,5/2/2005,10,609
7934,898,9/24/2006,12,99
2214,403,2/22/2006,5,313
16466,565,8/28/2006,8,126
